x,y,z
478637.2960000001,5924174.6983,-12.0
478636.5843000002,5924175.400800001,-12.0
478635.8727000002,5924176.1033,-12.0
478635.1610000003,5924176.8058,-12.0
478634.44930000044,5924177.508300001,-12.0
478633.73759999964,5924178.210899999,-12.0
478633.0258999998,5924178.9134,-12.0
478632.31429999974,5924179.615900001,-12.0
478631.60259999987,5924180.318399999,-12.0
478630.8909,5924181.0209,-12.0
478630.17920000013,5924181.7234000005,-12.0
478629.4676000001,5924182.425899999,-12.0
478628.7559000002,5924183.1284,-12.0
478628.04420000035,5924183.8309,-12.0
478627.33249999955,5924184.533399999,-12.0
478626.6207999997,5924185.2359,-12.0
478625.90919999965,5924185.9384,-12.0
478625.1974999998,5924186.640900001,-12.0
478624.4857999999,5924187.3434,-12.0
478623.77410000004,5924188.0459,-12.0
478623.0625,5924188.748400001,-12.0
478622.35080000013,5924189.4509,-12.0
478621.63910000026,5924190.1535,-12.0
478620.9274000004,5924190.856000001,-12.0
478620.2156999996,5924191.558499999,-12.0
478619.50409999955,5924192.261,-12.0
478618.7923999997,5924192.963500001,-12.0
478618.0806999998,5924193.665999999,-12.0
478617.36899999995,5924194.3685,-12.0
478616.6573999999,5924195.071,-12.0
478615.94570000004,5924195.773499999,-12.0
478615.2340000002,5924196.476,-12.0
478614.5223000003,5924197.1785,-12.0
478613.81060000043,5924197.880999999,-12.0
478613.0990000004,5924198.5835,-12.0
478612.3872999996,5924199.286,-12.0
478611.6755999997,5924199.988500001,-12.0
478610.96389999986,5924200.691,-12.0
478610.2522999998,5924201.3935,-12.0
478609.54059999995,5924202.096100001,-12.0
478608.8289000001,5924202.798599999,-12.0
478608.1172000002,5924203.5011,-12.0
478607.40550000034,5924204.203600001,-12.0
478606.6939000003,5924204.906099999,-12.0
478605.98220000044,5924205.6086,-12.0
478605.27049999963,5924206.3111000005,-12.0
478604.55879999977,5924207.013599999,-12.0
478603.8471999997,5924207.7161,-12.0
478603.13549999986,5924208.4186,-12.0
478602.4238,5924209.121099999,-12.0
478601.7121000001,5924209.8236,-12.0
478601.00040000025,5924210.5261,-12.0
478600.2888000002,5924211.228599999,-12.0
478599.57710000034,5924211.9311,-12.0
478598.86539999954,5924212.6336,-12.0
478598.1536999997,5924213.336100001,-12.0
478597.44209999964,5924214.038699999,-12.0
478596.73039999977,5924214.7412,-12.0
478596.0186999999,5924215.443700001,-12.0
478595.30700000003,5924216.146199999,-12.0
478594.59530000016,5924216.8487,-12.0
478593.8837000001,5924217.551200001,-12.0
478593.17200000025,5924218.253699999,-12.0
478592.4603000004,5924218.9562,-12.0
478591.7485999996,5924219.6587000005,-12.0
478591.03699999955,5924220.361199999,-12.0
478590.3252999997,5924221.0637,-12.0
478589.6135999998,5924221.7662,-12.0
478588.90189999994,5924222.468699999,-12.0
478588.19020000007,5924223.1712,-12.0
478587.47860000003,5924223.8737,-12.0
478586.76690000016,5924224.576199999,-12.0
478586.0552000003,5924225.2787,-12.0
478585.3435000004,5924225.9813,-12.0
478584.6317999996,5924226.683800001,-12.0
478583.9201999996,5924227.386299999,-12.0
478583.2084999997,5924228.0888,-12.0
478582.49679999985,5924228.791300001,-12.0
478581.7851,5924229.493799999,-12.0
478581.07349999994,5924230.1963,-12.0
478580.3618000001,5924230.898800001,-12.0
478579.6501000002,5924231.601299999,-12.0
478578.93840000033,5924232.3038,-12.0
478578.22670000046,5924233.0063000005,-12.0
478577.5151000004,5924233.708799999,-12.0
478576.8033999996,5924234.4113,-12.0
478576.09169999976,5924235.1138,-12.0
478575.3799999999,5924235.816299999,-12.0
478574.66839999985,5924236.5188,-12.0
478573.9567,5924237.2213,-12.0
478573.2450000001,5924237.923900001,-12.0
478572.53330000024,5924238.6263999995,-12.0
478571.8216000004,5924239.3289,-12.0
478571.11000000034,5924240.031400001,-12.0
478570.39829999954,5924240.733899999,-12.0
478569.68659999967,5924241.4364,-12.0
478568.9748999998,5924242.138900001,-12.0
478568.26329999976,5924242.841399999,-12.0
478567.5515999999,5924243.5439,-12.0
478566.8399,5924244.2464000005,-12.0
478566.12820000015,5924244.948899999,-12.0
478565.4165000003,5924245.6514,-12.0
478564.70490000024,5924246.3539,-12.0
478563.9932000004,5924247.056399999,-12.0
478563.2814999996,5924247.7589,-12.0
478562.5697999997,5924248.4614,-12.0
478561.85819999967,5924249.163899999,-12.0
478561.1464999998,5924249.8665,-12.0
478560.43479999993,5924250.569,-12.0
478559.72310000006,5924251.271500001,-12.0
478559.0114000002,5924251.973999999,-12.0
478558.29980000015,5924252.6765,-12.0
478557.5881000003,5924253.379000001,-12.0
478556.8764000004,5924254.081499999,-12.0
478556.1646999996,5924254.784,-12.0
478555.4530999996,5924255.486500001,-12.0
478554.7413999997,5924256.188999999,-12.0
478554.02969999984,5924256.8915,-12.0
478553.31799999997,5924257.5940000005,-12.0
478552.6063000001,5924258.296499999,-12.0
478551.89470000006,5924258.999,-12.0
478551.1830000002,5924259.7015,-12.0
478550.4713000003,5924260.403999999,-12.0
478549.75960000046,5924261.1065,-12.0
478549.0480000004,5924261.8091,-12.0
478548.3362999996,5924262.511600001,-12.0
478547.62459999975,5924263.2140999995,-12.0
478546.9128999999,5924263.9166,-12.0
478546.2012,5924264.619100001,-12.0
478545.4896,5924265.321599999,-12.0
478544.7779000001,5924266.0241,-12.0
478544.06620000023,5924266.726600001,-12.0
478543.35450000037,5924267.429099999,-12.0
478542.6429000003,5924268.1316,-12.0
478541.93120000046,5924268.834100001,-12.0
478541.21949999966,5924269.536599999,-12.0
478540.5077999998,5924270.2391,-12.0
478539.7960999999,5924270.9416000005,-12.0
478539.0844999999,5924271.644099999,-12.0
478538.3728,5924272.3466,-12.0
478537.66110000014,5924273.0491,-12.0
478536.9494000003,5924273.751700001,-12.0
478536.23780000024,5924274.4542,-12.0
478535.52610000037,5924275.1567,-12.0
478534.81439999957,5924275.859200001,-12.0
478534.1026999997,5924276.5616999995,-12.0
478533.3909999998,5924277.2642,-12.0
478532.6793999998,5924277.966700001,-12.0
478531.9676999999,5924278.669199999,-12.0
478531.25600000005,5924279.3717,-12.0
478530.5443000002,5924280.074200001,-12.0
478529.8326000003,5924280.776699999,-12.0
478529.1210000003,5924281.4792,-12.0
478528.4093000004,5924282.181700001,-12.0
478527.6975999996,5924282.884199999,-12.0
478526.98589999974,5924283.5867,-12.0
478526.2742999997,5924284.2892,-12.0
478525.56259999983,5924284.991699999,-12.0
478524.85089999996,5924285.6943,-12.0
478524.1392000001,5924286.3968,-12.0
478523.4275000002,5924287.099300001,-12.0
478522.7159000002,5924287.8018,-12.0
478522.0042000003,5924288.5043,-12.0
478521.29250000045,5924289.206800001,-12.0
478520.58079999965,5924289.9092999995,-12.0
478519.8691999996,5924290.6118,-12.0
478519.15749999974,5924291.314300001,-12.0
478518.44579999987,5924292.016799999,-12.0
478517.7341,5924292.7193,-12.0
478517.02240000013,5924293.421800001,-12.0
478516.3108000001,5924294.124299999,-12.0
478515.5991000002,5924294.8268,-12.0
478514.88740000036,5924295.5293000005,-12.0
478514.17569999956,5924296.231799999,-12.0
478513.46410000045,5924296.9343,-12.0
478512.75239999965,5924297.6369,-12.0
478512.0406999998,5924298.339400001,-12.0
478511.3289999999,5924299.0419,-12.0
478510.61730000004,5924299.7444,-12.0
478509.9057,5924300.446900001,-12.0
478509.19400000013,5924301.1493999995,-12.0
478508.48230000027,5924301.8519,-12.0
478507.7706000004,5924302.554400001,-12.0
478507.05900000036,5924303.256899999,-12.0
478506.34729999956,5924303.9594,-12.0
478505.6355999997,5924304.661900001,-12.0
478504.9238999998,5924305.364399999,-12.0
478504.21219999995,5924306.0669,-12.0
478503.5005999999,5924306.769400001,-12.0
478502.78890000004,5924307.471899999,-12.0
478502.0772000002,5924308.1744,-12.0
478501.3655000003,5924308.877,-12.0
478500.65390000027,5924309.579500001,-12.0
478499.9422000004,5924310.282,-12.0
478499.2304999996,5924310.9845,-12.0
478498.5187999997,5924311.687000001,-12.0
478497.80709999986,5924312.3895,-12.0
478497.0954999998,5924313.092,-12.0
478496.38379999995,5924313.794500001,-12.0
478495.6721000001,5924314.4969999995,-12.0
478494.9604000002,5924315.1995,-12.0
478494.2488000002,5924315.902000001,-12.0
478493.5371000003,5924316.604499999,-12.0
478492.82540000044,5924317.307,-12.0
478492.11369999964,5924318.009500001,-12.0
478491.40199999977,5924318.711999999,-12.0
478490.69039999973,5924319.4145,-12.0
478489.97869999986,5924320.117000001,-12.0
478489.267,5924320.819599999,-12.0
478488.5553000001,5924321.5221,-12.0
478487.8437000001,5924322.2246,-12.0
478487.1320000002,5924322.927100001,-12.0
478486.42030000035,5924323.6296,-12.0
478485.70859999955,5924324.3321,-12.0
478484.9968999997,5924325.034600001,-12.0
478484.28529999964,5924325.7371,-12.0
478483.57359999977,5924326.4396,-12.0
478482.8618999999,5924327.142100001,-12.0
478482.15020000003,5924327.8445999995,-12.0
478481.4386,5924328.5471,-12.0
478480.7269000001,5924329.249600001,-12.0
478480.01520000026,5924329.952099999,-12.0
478479.3035000004,5924330.6546,-12.0
478478.5917999996,5924331.357100001,-12.0
478477.88019999955,5924332.059599999,-12.0
478477.1684999997,5924332.7622,-12.0
478476.4567999998,5924333.4647,-12.0
478475.74509999994,5924334.167199999,-12.0
478475.0334999999,5924334.8697,-12.0
478474.32180000003,5924335.5722,-12.0
478473.61010000017,5924336.274700001,-12.0
478472.8984000003,5924336.9772,-12.0
478472.1867000004,5924337.6797,-12.0
478471.4751000004,5924338.382200001,-12.0
478470.7633999996,5924339.0847,-12.0
478470.0516999997,5924339.7872,-12.0
478469.33999999985,5924340.489700001,-12.0
478468.6283,5924341.1921999995,-12.0
478467.91669999994,5924341.8947,-12.0
478467.2050000001,5924342.597200001,-12.0
478466.4933000002,5924343.299699999,-12.0
478465.78160000034,5924344.0022,-12.0
478465.0700000003,5924344.7048,-12.0
478464.35830000043,5924345.407299999,-12.0
478463.6465999996,5924346.1098,-12.0
478462.93489999976,5924346.8123,-12.0
478462.2231999999,5924347.514799999,-12.0
478461.51159999985,5924348.2173,-12.0
478460.7999,5924348.9198,-12.0
478460.0882000001,5924349.622300001,-12.0
478459.37650000025,5924350.3248,-12.0
478458.6649000002,5924351.0273,-12.0
478457.95320000034,5924351.729800001,-12.0
478457.24149999954,5924352.4322999995,-12.0
478456.52979999967,5924353.1348,-12.0
478455.8180999998,5924353.837300001,-12.0
478455.10649999976,5924354.539799999,-12.0
478454.3947999999,5924355.2423,-12.0
478453.6831,5924355.944800001,-12.0
478452.97140000015,5924356.647399999,-12.0
478452.2598000001,5924357.3499,-12.0
478451.54810000025,5924358.0524,-12.0
478450.8364000004,5924358.754899999,-12.0
478450.1246999996,5924359.4574,-12.0
478449.4129999997,5924360.1599,-12.0
478448.70139999967,5924360.862400001,-12.0
478447.9896999998,5924361.5649,-12.0
478447.27799999993,5924362.2674,-12.0
478446.56630000006,5924362.969900001,-12.0
478445.8547,5924363.6724,-12.0
478445.14300000016,5924364.3749,-12.0
478444.4313000003,5924365.077400001,-12.0
478443.7196000004,5924365.7798999995,-12.0
478443.0078999996,5924366.4824,-12.0
478442.2962999996,5924367.184900001,-12.0
478441.5845999997,5924367.887399999,-12.0
478440.87289999984,5924368.59,-12.0
478440.1612,5924369.2925,-12.0
478439.44959999993,5924369.994999999,-12.0
478438.73790000007,5924370.6975,-12.0
478438.0262000002,5924371.4,-12.0
478437.3145000003,5924372.102499999,-12.0
478436.60280000046,5924372.805,-12.0
478435.8912000004,5924373.5075,-12.0
478435.1794999996,5924374.210000001,-12.0
478434.46779999975,5924374.9125,-12.0
478433.7560999999,5924375.615,-12.0
478433.04449999984,5924376.317500001,-12.0
478432.3328,5924377.02,-12.0
478431.6211000001,5924377.7225,-12.0
478430.90940000024,5924378.425000001,-12.0
478430.19770000037,5924379.1274999995,-12.0
478429.48610000033,5924379.83,-12.0
478428.77440000046,5924380.5326000005,-12.0
478428.06269999966,5924381.235099999,-12.0
478427.3509999998,5924381.9376,-12.0
478426.63939999975,5924382.6401,-12.0
478425.9276999999,5924383.342599999,-12.0
478425.216,5924384.0451,-12.0
478424.50430000015,5924384.7476,-12.0
478423.7926000003,5924385.450099999,-12.0
478423.08100000024,5924386.1526,-12.0
478422.36930000037,5924386.8551,-12.0
478421.65759999957,5924387.557600001,-12.0
478420.9458999997,5924388.2601,-12.0
478420.23429999966,5924388.9626,-12.0
478419.5225999998,5924389.665100001,-12.0
478418.8108999999,5924390.3675999995,-12.0
478418.09920000006,5924391.0701,-12.0
478417.3875000002,5924391.772600001,-12.0
478416.67590000015,5924392.475199999,-12.0
478415.9642000003,5924393.1777,-12.0
478415.2525000004,5924393.8802000005,-12.0
478414.5407999996,5924394.582699999,-12.0
478413.82909999974,5924395.2852,-12.0
478413.1174999997,5924395.9877,-12.0
478412.40579999983,5924396.690199999,-12.0
478411.69409999996,5924397.3927,-12.0
478410.9824000001,5924398.0952,-12.0
478410.27080000006,5924398.797700001,-12.0
478409.5591000002,5924399.5002,-12.0
478408.8474000003,5924400.2027,-12.0
478408.13570000045,5924400.905200001,-12.0
478407.42399999965,5924401.6077,-12.0
478406.7123999996,5924402.3102,-12.0
478406.00069999974,5924403.012700001,-12.0
478405.2889999999,5924403.7151999995,-12.0
478404.5773,5924404.4178,-12.0
478403.86569999997,5924405.1203000005,-12.0
478403.1540000001,5924405.822799999,-12.0
478402.4423000002,5924406.5253,-12.0
478401.73060000036,5924407.2278,-12.0
478401.01889999956,5924407.930299999,-12.0
478400.30730000045,5924408.6328,-12.0
478399.59559999965,5924409.3353,-12.0
478398.8838999998,5924410.037799999,-12.0
478398.1721999999,5924410.7403,-12.0
478397.4605999999,5924411.4428,-12.0
478396.7489,5924412.145300001,-12.0
478396.03720000014,5924412.8478,-12.0
478395.32550000027,5924413.5503,-12.0
478394.6138000004,5924414.252800001,-12.0
478393.90220000036,5924414.9553,-12.0
478393.19049999956,5924415.6578,-12.0
478392.4787999997,5924416.360400001,-12.0
478391.7670999998,5924417.062899999,-12.0
478391.0554999998,5924417.7654,-12.0
478390.3437999999,5924418.4679000005,-12.0
478389.63210000005,5924419.170399999,-12.0
478388.9204000002,5924419.8729,-12.0
478388.2087000003,5924420.5754,-12.0
478387.49710000027,5924421.277899999,-12.0
478386.7854000004,5924421.9804,-12.0
478386.0736999996,5924422.6829,-12.0
478385.36199999973,5924423.385399999,-12.0
478384.6503999997,5924424.0879,-12.0
478383.9386999998,5924424.7904,-12.0
478383.22699999996,5924425.492900001,-12.0
478382.5153000001,5924426.1954,-12.0
478381.8036000002,5924426.8979,-12.0
478381.0920000002,5924427.600400001,-12.0
478380.3803000003,5924428.302999999,-12.0
478379.66860000044,5924429.0055,-12.0
478378.95689999964,5924429.708000001,-12.0
478378.2452999996,5924430.410499999,-12.0
478377.53359999973,5924431.113,-12.0
478376.82189999986,5924431.8155000005,-12.0
478376.1102,5924432.517999999,-12.0
478375.3985000001,5924433.2205,-12.0
478374.6869000001,5924433.923,-12.0
478373.9752000002,5924434.625499999,-12.0
478373.26350000035,5924435.328,-12.0
478372.55179999955,5924436.0305,-12.0
478371.84020000044,5924436.732999999,-12.0
478371.12849999964,5924437.4355,-12.0
478370.4167999998,5924438.138,-12.0
478369.7050999999,5924438.840500001,-12.0
478368.99340000004,5924439.543,-12.0
478368.2818,5924440.2456,-12.0
478367.5701000001,5924440.948100001,-12.0
478366.85840000026,5924441.650599999,-12.0
478366.1467000004,5924442.3531,-12.0
478365.43510000035,5924443.055600001,-12.0
478364.72339999955,5924443.758099999,-12.0
478364.0116999997,5924444.4606,-12.0
478363.2999999998,5924445.1631000005,-12.0
478362.58829999994,5924445.865599999,-12.0
478361.8766999999,5924446.5681,-12.0
478361.16500000004,5924447.2706,-12.0
478360.45330000017,5924447.973099999,-12.0
478359.7416000003,5924448.6756,-12.0
478359.02990000043,5924449.3781,-12.0
478358.3183000004,5924450.080600001,-12.0
478357.6065999996,5924450.7831,-12.0
478356.8948999997,5924451.4856,-12.0
478356.18319999985,5924452.188200001,-12.0
478355.4715999998,5924452.890699999,-12.0
478354.75989999995,5924453.5932,-12.0
478354.0482000001,5924454.295700001,-12.0
478353.3365000002,5924454.998199999,-12.0
478352.62480000034,5924455.7007,-12.0
478351.9132000003,5924456.4032000005,-12.0
478351.20150000043,5924457.105699999,-12.0
478350.48979999963,5924457.8082,-12.0
478349.77809999976,5924458.5107,-12.0
478349.0664999997,5924459.213199999,-12.0
478348.35479999986,5924459.9157,-12.0
478347.6431,5924460.6182,-12.0
478346.9314000001,5924461.320699999,-12.0
478346.21970000025,5924462.0232,-12.0
478345.5081000002,5924462.7257,-12.0
478344.79640000034,5924463.428200001,-12.0
478344.08469999954,5924464.130799999,-12.0
478343.3729999997,5924464.8333,-12.0
478342.66139999963,5924465.535800001,-12.0
478341.94969999976,5924466.238299999,-12.0
478341.2379999999,5924466.9408,-12.0
478340.5263,5924467.643300001,-12.0
478339.81460000016,5924468.345799999,-12.0
478339.1030000001,5924469.0483,-12.0
478338.39130000025,5924469.7508000005,-12.0
478337.6796000004,5924470.453299999,-12.0
478336.9678999996,5924471.1558,-12.0
478336.25629999954,5924471.8583,-12.0
478335.5445999997,5924472.560799999,-12.0
478334.8328999998,5924473.2633,-12.0
478334.12119999994,5924473.9658,-12.0
478333.40950000007,5924474.668299999,-12.0
478332.6979,5924475.3708,-12.0
478331.98620000016,5924476.0734,-12.0
478331.2745000003,5924476.775900001,-12.0
478330.5628000004,5924477.478399999,-12.0
478329.8512000004,5924478.1809,-12.0
478329.1394999996,5924478.883400001,-12.0
478328.4277999997,5924479.585899999,-12.0
478327.71609999985,5924480.2884,-12.0
478327.0044,5924480.990900001,-12.0
478326.29279999994,5924481.693399999,-12.0
478325.58110000007,5924482.3959,-12.0
478324.8694000002,5924483.0984000005,-12.0
478324.15770000033,5924483.800899999,-12.0
478323.4461000003,5924484.5034,-12.0
478322.7344000004,5924485.2059,-12.0
478322.0226999996,5924485.908399999,-12.0
478321.31099999975,5924486.6109,-12.0
478320.5992999999,5924487.3134,-12.0
478319.88769999985,5924488.016000001,-12.0
478319.176,5924488.7184999995,-12.0
478318.4643000001,5924489.421,-12.0
478317.75260000024,5924490.123500001,-12.0
478317.0410000002,5924490.825999999,-12.0
478316.32930000033,5924491.5285,-12.0
478315.61760000046,5924492.231000001,-12.0
478314.90589999966,5924492.933499999,-12.0
478314.1941999998,5924493.636,-12.0
478313.48259999976,5924494.338500001,-12.0
478312.7708999999,5924495.040999999,-12.0
478312.0592,5924495.7435,-12.0
478311.34750000015,5924496.446,-12.0
478310.6359000001,5924497.148499999,-12.0
478309.92420000024,5924497.851,-12.0
478309.2125000004,5924498.5535,-12.0
478308.5007999996,5924499.256100001,-12.0
478307.7890999997,5924499.9586,-12.0
478307.07749999966,5924500.6611,-12.0
478306.3657999998,5924501.363600001,-12.0
478305.6540999999,5924502.0660999995,-12.0
478304.94240000006,5924502.7686,-12.0
478304.2308,5924503.471100001,-12.0
478303.51910000015,5924504.173599999,-12.0
478302.8074000003,5924504.8761,-12.0
478302.0957000004,5924505.578600001,-12.0
478301.3839999996,5924506.281099999,-12.0
478300.6723999996,5924506.9836,-12.0
478299.9606999997,5924507.6861000005,-12.0
478299.24899999984,5924508.388599999,-12.0
478298.53729999997,5924509.0911,-12.0
478297.8256000001,5924509.7936,-12.0
478297.11400000006,5924510.496099999,-12.0
478296.4023000002,5924511.1987,-12.0
478295.6906000003,5924511.9012,-12.0
478294.97890000045,5924512.603700001,-12.0
478294.2673000004,5924513.3061999995,-12.0
478293.5555999996,5924514.0087,-12.0
478292.84389999975,5924514.711200001,-12.0
478292.1321999999,5924515.413699999,-12.0
478291.4205,5924516.1162,-12.0
478290.70889999997,5924516.818700001,-12.0
478289.9972000001,5924517.521199999,-12.0
478289.28550000023,5924518.2237,-12.0
478288.57380000036,5924518.926200001,-12.0
478287.8622000003,5924519.628699999,-12.0
478287.15050000045,5924520.3312,-12.0
478286.43879999965,5924521.0337000005,-12.0
478285.7270999998,5924521.736199999,-12.0
478285.0153999999,5924522.4387,-12.0
478284.3037999999,5924523.1413,-12.0
478283.5921,5924523.843800001,-12.0
478282.88040000014,5924524.5463,-12.0
478282.1687000003,5924525.2488,-12.0
478281.45710000023,5924525.951300001,-12.0
478280.74540000036,5924526.6537999995,-12.0
478280.03369999956,5924527.3563,-12.0
478279.3219999997,5924528.058800001,-12.0
478278.6102999998,5924528.761299999,-12.0
478277.8986999998,5924529.4638,-12.0
478277.1869999999,5924530.166300001,-12.0
478276.47530000005,5924530.868799999,-12.0
478275.7636000002,5924531.5713,-12.0
478275.05200000014,5924532.273800001,-12.0
478274.3403000003,5924532.976299999,-12.0
478273.6286000004,5924533.6788,-12.0
478272.9168999996,5924534.3813000005,-12.0
478272.20519999973,5924535.083900001,-12.0
478271.4935999997,5924535.7864,-12.0
478270.7818999998,5924536.4889,-12.0
478270.07019999996,5924537.191400001,-12.0
478269.3585000001,5924537.8939,-12.0
478268.64690000005,5924538.5964,-12.0
478267.9352000002,5924539.298900001,-12.0
478267.2235000003,5924540.0013999995,-12.0
478266.51180000044,5924540.7039,-12.0
478265.80009999964,5924541.406400001,-12.0
478265.0884999996,5924542.108899999,-12.0
478264.37679999974,5924542.8114,-12.0
478263.66509999987,5924543.513900001,-12.0
478262.9534,5924544.216399999,-12.0
478262.24179999996,5924544.9189,-12.0
478261.5301000001,5924545.6214000005,-12.0
478260.8184000002,5924546.323899999,-12.0
478260.10670000035,5924547.0265,-12.0
478259.39499999955,5924547.729,-12.0
478258.68340000045,5924548.431500001,-12.0
478257.97169999965,5924549.134,-12.0
478257.2599999998,5924549.8365,-12.0
478256.5482999999,5924550.539000001,-12.0
478255.83669999987,5924551.2415,-12.0
478255.125,5924551.944,-12.0
478254.41330000013,5924552.646500001,-12.0
478253.70160000026,5924553.348999999,-12.0
478252.9899000004,5924554.0515,-12.0
478252.27830000035,5924554.754000001,-12.0
478251.56659999955,5924555.456499999,-12.0
478250.8548999997,5924556.159,-12.0
478250.1431999998,5924556.861500001,-12.0
478249.4315999998,5924557.563999999,-12.0
478248.7198999999,5924558.2665,-13.0
478248.00820000004,5924558.9691,-13.0
478247.2965000002,5924559.671599999,-13.0
478246.5848000003,5924560.3741,-13.0
478245.87320000026,5924561.0766,-13.0
478245.1615000004,5924561.779100001,-13.0
478244.4497999996,5924562.4816,-13.0
478243.7380999997,5924563.1841,-13.0
478243.02639999986,5924563.886600001,-13.0
478242.3147999998,5924564.5890999995,-13.0
478241.60309999995,5924565.2916,-13.0
478240.8914000001,5924565.994100001,-13.0
478240.1797000002,5924566.696599999,-13.0
478239.4681000002,5924567.3991,-13.0
478238.7564000003,5924568.101600001,-13.0
478238.04470000044,5924568.804099999,-13.0
478237.33299999963,5924569.5066,-13.0
478236.62129999977,5924570.209100001,-13.0
478235.9096999997,5924570.911699999,-13.0
478235.19799999986,5924571.6142,-13.0
478234.4863,5924572.3167,-13.0
478233.7746000001,5924573.019200001,-13.0
478233.0630000001,5924573.7217,-13.0
478232.3513000002,5924574.4242,-13.0
478231.63960000034,5924575.126700001,-13.0
478230.92789999954,5924575.8292,-13.0
478230.2161999997,5924576.5317,-13.0
478229.50459999964,5924577.234200001,-13.0
478228.79289999977,5924577.9366999995,-13.0
478228.0811999999,5924578.6392,-13.0
478227.36950000003,5924579.341700001,-13.0
478226.6579,5924580.044199999,-13.0
478225.9462000001,5924580.7467,-13.0
478225.23450000025,5924581.449200001,-13.0
478224.5228000004,5924582.151699999,-13.0
478223.8110999996,5924582.8543,-13.0
478223.09949999955,5924583.5568,-13.0
478222.3877999997,5924584.259299999,-13.0
478221.6760999998,5924584.9618,-13.0
478220.96439999994,5924585.6643,-13.0
478220.2527999999,5924586.366800001,-13.0
478219.54110000003,5924587.0693,-13.0
478218.82940000016,5924587.7718,-13.0
478218.1177000003,5924588.474300001,-13.0
478217.4060000004,5924589.1768,-13.0
478216.6944000004,5924589.8793,-13.0
478215.9826999996,5924590.581800001,-13.0
478215.2709999997,5924591.2842999995,-13.0
478214.55929999985,5924591.9868,-13.0
478213.8476999998,5924592.689300001,-13.0
478213.13599999994,5924593.391799999,-13.0
478212.4243000001,5924594.0943,-13.0
478211.7126000002,5924594.7969,-13.0
478211.00090000033,5924595.499399999,-13.0
478210.2893000003,5924596.2019,-13.0
478209.5776000004,5924596.9044,-13.0
478208.8658999996,5924597.606899999,-13.0
478208.15419999976,5924598.3094,-13.0
478207.4425999997,5924599.0119,-13.0
478206.73089999985,5924599.714400001,-13.0
478206.0192,5924600.4169,-13.0
478205.3075000001,5924601.1194,-13.0
478204.59580000024,5924601.821900001,-13.0
478203.8842000002,5924602.5243999995,-13.0
478203.17250000034,5924603.2269,-13.0
478202.46079999954,5924603.929400001,-13.0
478201.74909999967,5924604.631899999,-13.0
478201.0374999996,5924605.3344,-13.0
478200.32579999976,5924606.036900001,-13.0
478199.6140999999,5924606.739499999,-13.0
478198.9024,5924607.442,-13.0
478198.19070000015,5924608.1445,-13.0
478197.4791000001,5924608.846999999,-13.0
478196.76740000024,5924609.5495,-13.0
478196.0557000004,5924610.252,-13.0
478195.3439999996,5924610.954500001,-13.0
478194.63239999954,5924611.657,-13.0
478193.92069999967,5924612.3595,-13.0
478193.2089999998,5924613.062000001,-13.0
478192.49729999993,5924613.7645,-13.0
478191.78560000006,5924614.467,-13.0
478191.074,5924615.169500001,-13.0
478190.36230000015,5924615.8719999995,-13.0
478189.6506000003,5924616.5745,-13.0
478188.9389000004,5924617.277000001,-13.0
478188.2273000004,5924617.979499999,-13.0
478187.5155999996,5924618.6821,-13.0
478186.8038999997,5924619.3846,-13.0
478186.09219999984,5924620.087099999,-13.0
478185.38049999997,5924620.7896,-13.0
478184.66889999993,5924621.4921,-13.0
478183.95720000006,5924622.194599999,-13.0
478183.2455000002,5924622.8971,-13.0
478182.5338000003,5924623.5996,-13.0
478181.82210000046,5924624.302100001,-13.0
478181.1105000004,5924625.0046,-13.0
478180.3987999996,5924625.7071,-13.0
478179.68709999975,5924626.409600001,-13.0
478178.9753999999,5924627.1121,-13.0
478178.26379999984,5924627.8146,-13.0
478177.5521,5924628.517100001,-13.0
478176.8404000001,5924629.2195999995,-13.0
478176.12870000023,5924629.9221,-13.0
478175.41700000037,5924630.6247000005,-13.0
478174.7054000003,5924631.327199999,-13.0
478173.99370000046,5924632.0297,-13.0
478173.28199999966,5924632.7322,-13.0
478172.5702999998,5924633.434699999,-13.0
478171.85869999975,5924634.1372,-13.0
478171.1469999999,5924634.8397,-13.0
478170.4353,5924635.542199999,-13.0
478169.72360000014,5924636.2447,-13.0
478169.0119000003,5924636.9472,-13.0
478168.30030000024,5924637.649700001,-13.0
478167.58860000037,5924638.3522,-13.0
478166.87689999957,5924639.0547,-13.0
478166.1651999997,5924639.757200001,-13.0
478165.45359999966,5924640.4597,-13.0
478164.7418999998,5924641.1622,-13.0
478164.0301999999,5924641.864700001,-13.0
478163.31850000005,5924642.567299999,-13.0
478162.6068000002,5924643.2698,-13.0
478161.89520000014,5924643.9723000005,-13.0
478161.1835000003,5924644.674799999,-13.0
478160.4718000004,5924645.3773,-13.0
478159.7600999996,5924646.0798,-13.0
478159.04849999957,5924646.782299999,-13.0
478158.3367999997,5924647.4848,-13.0
478157.62509999983,5924648.1873,-13.0
478156.91339999996,5924648.889799999,-13.0
478156.2017000001,5924649.5923,-13.0
478155.49010000005,5924650.2948,-13.0
478154.7784000002,5924650.997300001,-13.0
478154.0667000003,5924651.6998,-13.0
478153.35500000045,5924652.4023,-13.0
478152.6434000004,5924653.104800001,-13.0
478151.9316999996,5924653.8072999995,-13.0
478151.21999999974,5924654.5099,-13.0
478150.50829999987,5924655.212400001,-13.0
478149.7966,5924655.914899999,-13.0
